VoterIDNum|FirstName|LastName|Address|City|State|Zip|Phone|LastID|2012PresGeneral|2012PresPrimary|2010MidtermGeneral|2010MidtermPrimary|2008PresGeneral|2008PresPrimary|2006MidtermGeneral|2006MidtermPrimary|
39EAAE63-2D95-BE82-8092-C6F9B9B03D5B|Amber|Finley|Ap #346-4052 Cras Road|Burtonsvlile|MD|20866|(301) 376-3653|4|1|1|1|0|1|0|1|1|
0BABAAAB-54A2-1590-E271-1BB59AB9A845|Ivana|Burt|4435 Urna. Street|Sandy Spring|MD|20860|(301) 624-7324|5|1|1|0|1|0|0|0|0|
"480A767E-48C4-63D3-653D-D28F95A648AE|Genevieve|Byers|P.O. Box 100, 5078 Lorem, Av.|Germantown|MD|20876|(301) 321-7893|5|1|0|1|1|1|0|0|0|"
5F38FE9C-42BF-BF79-8B8C-D7AD38726B8B|Zeus|Buckley|Ap #669-791 Elit. Ave|Ashton|MD|20861|(301) 264-4668|2|0|0|1|1|1|1|1|0|
BC1BCE4D-5871-C402-5CF8-E9A50604FE7A|Jonas|Rivas|Ap #913-147 Praesent Avenue|Potomac|MD|20854|(301) 127-2358|3|0|1|0|1|0|0|0|0|
9E3EBE34-EE09-E592-C061-8AFC5F8E639A|Keely|Le|Ap #423-2658 Sed Ave|Clarksburg|MD|20871|(301) 160-7371|2|1|1|1|0|1|1|0|0|
"C4805B60-D0C8-0D93-5157-3AE359ECF37B|Anastasia|Wolfe|P.O. Box 741, 1388 Consequat St.|Clarksburg|MD|20871|(301) 431-1810|4|0|1|1|0|0|1|0|0|"
"F82D0C9C-5E9D-E95F-37C3-1F01AB9D401A|Connor|Cash|P.O. Box 584, 8832 Vestibulum Rd.|Rockville|MD|20851|(301) 225-6716|4|0|1|1|0|1|1|0|1|"
173DF013-D494-51D1-9D3D-187942C408AF|Victor|Schmidt|4342 Hendrerit Road|Brookeville|MD|20833|(301) 268-6977|3|0|1|1|1|0|0|0|0|
87502661-B1C9-7138-BA32-231247D0EA90|Ulric|Wood|4861 Gravida Ave|Bethesda|MD|20889|(301) 303-4907|3|0|0|1|0|1|1|1|0|
318CF031-8651-E82F-910B-F1F31F4DB27C|Karen|Schneider|Ap #705-5287 Ut St.|Bethesda|MD|20816|(301) 808-0508|2|0|1|0|0|1|1|0|0|
#N/A
"A515ADE0-D862-C34E-92E6-7300261CF51A|Deanna|Pace|P.O. Box 425, 7914 Quis St.|Damascus|MD|20872|(301) 623-0983|3|0|0|0|0|1|1|0|1|"
F3B8A2A7-469C-4805-1BE8-9E4D55354AAA|Laith|Harding|Ap #765-7704 Felis. Rd.|Poolesville|MD|20837|(301) 814-5322|4|1|1|1|0|1|1|1|0|
"6CFF6A22-3A3E-0416-6B85-031A063CB3E1|Berk|Horne|P.O. Box 254, 1641 Cursus. St.|Silver Spring|MD|20901|(301) 261-0662|5|1|0|1|1|0|0|1|0|"
4452EE85-5779-2A40-30B8-D06D34BA6EA5|Ira|Bullock|627-9936 Massa. Road|Gaithersburg|MD|20877|(301) 438-0535|3|1|1|0|1|0|1|1|0|
87B44AB3-9724-8DEA-6200-51B4648306E5|Dennis|West|Ap #497-1299 Ut Road|Rockville|MD|20853|(301) 563-3497|1|1|1|0|0|0|1|0|0|
"2A6D41B1-D2D1-3355-CC71-80418BD07326|Octavia|Cabrera|P.O. Box 341, 817 Velit Street|Spencerville|MD|20868|(301) 286-6738|3|1|0|0|1|1|1|0|1|"
A5BBA780-9506-333B-6F0F-171F54BCB6DF|Taylor|Calhoun|5177 Egestas Road|Gaithersburg|MD|20899|(301) 600-3007|1|0|1|0|0|1|1|1|0|
"206CE4EE-F226-C905-BABE-1853EAC6D5DC|Kelsie|Savage|937-8694 Orci, Street|Boyds|MD|20841|(301) 644-5913|1|0|0|1|0|1|1|0|1|"
77EFA7B5-C018-28F0-C44B-2E2F1F1AE404|Dorian|Park|881-4810 Laoreet Rd.|Silver Spring|MD|20902|(301) 713-9299|3|1|0|0|0|0|0|1|0|
"B5D28377-1609-A4B2-6C16-C07CBD25E48E|Hadley|Davidson|P.O. Box 102, 8208 Mi Rd.|Laurel|MD|20707|(301) 281-4311|5|1|1|1|0|1|0|1|0|"
"645F4162-0F7A-AE74-19AA-57EAC495E5F0|Tallulah|Kim|P.O. Box 911, 8019 Sed Ave|Brookeville|MD|20833|(301) 162-0070|5|1|1|0|0|1|1|0|1|"
481362F4-523F-715D-40C6-BE4C8189DF30|Baker|Baker|9192 Dolor. Av.|Mount Airy|MD|21771|(301) 711-2506|4|1|0|0|0|0|0|0|0|
064EA262-4890-CB01-CA3C-411561476FDC|Whilemina|Crane|2245 Arcu. Rd.|Barnesville|MD|20838|(301) 446-1017|3|0|1|0|1|1|1|1|1|
"57581983-2A6F-610C-ADFC-3613D9B202E9|Noble|Phillips|P.O. Box 246, 8217 Non Road|Dickerson|MD|20842|(301) 885-6589|3|1|1|0|0|1|1|1|1|"
26344986-0137-C613-463F-FD55355BE65A|Nicholas|Dunn|Ap #172-2031 Sagittis Rd.|Silver Spring|MD|20902|(301) 876-3021|1|0|0|1|0|0|1|1|0|
"A5016102-064A-1227-247E-9EDFDA2136C1|Abigail|Garcia|P.O. Box 390, 5770 Et Av.|Rockville|MD|20851|(301) 991-7892|3|1|1|1|1|0|1|1|1|"
49FF74A7-89C6-9142-DD25-6292643241C7|Alfonso|Sears|577-1602 Ante Avenue|Bethesda|MD|20814|(301) 468-1295|5|0|0|0|0|0|1|0|0|
"18180704-CAFF-718D-50E8-3816687C0BD4|Jolie|Lyons|P.O. Box 943, 6530 Velit. Rd.|Mount Airy|MD|21771|(301) 859-9303|2|1|1|0|1|1|0|1|0|"
EF0395F3-5160-E3EC-0F97-6880D8CE2BA8|Lester|Hayes|Ap #167-1801 Orci Rd.|Rockville|MD|20850|(301) 994-0430|2|0|0|1|0|1|1|1|0|
92DBD866-F9E6-C8DD-82D4-F4C52AEA7FE7|Marah|Levy|Ap #157-3226 Est Road|Germantown|MD|20876|(301) 512-5870|2|0|1|0|1|1|1|1|0|
"86339D36-212F-8C8F-D204-98BADA55EEC6|Zachery|Greene|P.O. Box 355, 4337 Placerat. Rd.|Sandy Spring|MD|20860|(301) 923-5101|5|1|0|1|1|1|1|0|1|"
"1B383E5E-E227-2466-FD3C-F6E4767763A9|Noel|Myers|Ap #557-9626 Quis, Ave|Sandy Spring|MD|20860|(301) 971-0198|3|1|0|0|0|1|0|0|0|"
FF25128D-E36B-FC41-B347-92FCE75BC382|Devin|Larsen|Ap #284-9398 Integer Ave|Rockville|MD|20851|(301) 805-8260|2|0|0|1|1|0|1|1|1|
"934DFB40-500F-3553-621C-FFD6270317C5|Illiana|Mcgowan|P.O. Box 574, 7055 In Ave|Barnesville|MD|20838|(301) 596-7187|4|0|0|0|1|1|0|1|0|"
"C5BE9F26-0C1C-C685-5B2E-C8448471ADDB|Sawyer|Ayala|P.O. Box 511, 1997 Massa. St.|Rockville|MD|20852|(301) 703-3514|4|1|0|0|0|1|1|0|1|"
A1A8738F-F992-FC02-9890-34C2FC28FC34|Petra|Schwartz|7057 Cursus. St.|Silver Spring|MD|20904|(301) 328-5137|3|1|1|0|1|0|1|1|0|
F9DB9685-3326-5A27-4C60-A23831138E8D|Delilah|Vasquez|2656 Orci. Rd.|Laurel|MD|20707|(301) 419-9406|4|0|1|0|0|0|0|0|0|
"F868DB92-F049-9847-A4B9-FC7976A9F0E3|Adam|Mullen|P.O. Box 370, 4949 At Road|Kensington|MD|20895|(301) 686-3449|1|0|0|1|0|0|1|1|0|"
BDB91949-0D4D-05E5-7B4E-1BEE8BC5F18F|Venus|Duke|243-9213 Orci. Road|Bethesda|MD|20816|(301) 164-9507|3|0|1|0|1|1|0|1|0|
6A59D3E4-17BA-6D5C-8653-9253D2FFD78A|Trevor|Bradford|Ap #751-9457 In Road|Chevy Chase|MD|20815|(301) 503-2076|3|0|1|0|1|0|0|0|0|
3A9D9BA8-0FD8-6A11-D4DB-F206A8B3758B|Phyllis|Molina|Ap #460-3734 Blandit St.|Burtonsvlile|MD|20866|(301) 453-8338|5|1|0|0|0|0|1|0|1|
"85BA1F97-2837-6378-862E-BBB6C6E4E31C|Giselle|Hawkins|Ap #108-189 Tincidunt, Road|Cabin John|MD|20818|(301) 553-1736|1|0|1|0|0|1|1|0|0|"
B7A44C7F-A2E9-D8F2-BCC8-6EA37E94F774|Chandler|Gonzales|Ap #666-8944 Faucibus St.|Silver Spring|MD|20904|(301) 954-2136|1|1|1|0|0|1|1|1|1|
3045A5FA-7992-0C25-E843-12AC0F9B39CF|Deirdre|Quinn|4280 Faucibus Rd.|Derwood|MD|20855|(301) 618-0726|2|1|0|1|0|0|0|1|1|
"3B249CAD-E4EE-C828-2418-55EE0ECC8B39|Armando|Spence|P.O. Box 659, 393 Risus. Road|Germantown|MD|20874|(301) 506-0276|3|1|0|1|0|1|1|0|0|"
941D37A0-A499-F222-9616-DE943B5F1353|Alika|Oneil|911-2852 Eget Av.|Silver Spring|MD|20903|(301) 750-3439|1|1|0|1|0|1|0|1|1|
"A788C7ED-D5A2-1AA3-F053-C0B44E721A77|Emma|Chavez|P.O. Box 333, 6788 Aliquam Avenue|Silver Spring|MD|20904|(301) 286-1966|3|1|1|1|1|1|1|1|0|"
9E865E3F-BBDB-6BC0-04F6-4F0E36A0AEF8|Vivien|Hunter|8364 Posuere Rd.|Silver Spring|MD|20902|(301) 318-0178|3|1|0|1|1|1|1|1|1|
"A66A530A-8955-811E-0598-6AE1B34FDA61|Nora|Branch|P.O. Box 369, 9762 Turpis Rd.|Silver Spring|MD|20906|(301) 149-4259|4|1|0|1|0|1|1|0|1|"
"F67AECF9-2F7F-0A23-DF16-F90E5E6CDA7B|Austin|Robinson|P.O. Box 970, 4585 Neque. Rd.|Silver Spring|MD|20906|(301) 165-8915|3|0|1|0|0|1|0|0|1|"
9D0840E5-A071-0FB2-5114-F09FBBBE1710|Walker|Ingram|8244 Nunc St.|Silver Spring|MD|20902|(301) 525-4378|2|0|0|1|0|1|1|0|0|
"59048503-C63A-2590-E094-3A68A7254FD1|Sarah|Puckett|Ap #585-1742 Lobortis, St.|Rockville|MD|20852|(301) 531-2681|5|0|1|1|1|0|1|0|1|"
3B86D056-66DE-B2CB-8F1C-17CBE0CCABDA|Helen|Sullivan|2518 Augue Rd.|Bethesda|MD|20816|(301) 539-0191|5|1|1|1|0|0|1|1|1|
"867577F3-3527-64CC-E70B-A2C062F3A860|Byron|Whitaker|P.O. Box 503, 5802 Magna. Avenue|Chevy Chase|MD|20815|(301) 552-7350|3|0|0|1|1|0|1|1|0|"
"A633E661-B820-E058-64E2-B5C50FF6D46F|Astra|Mcbride|P.O. Box 867, 6116 Enim. Road|Gaithersburg|MD|20879|(301) 603-5931|1|0|0|0|0|0|0|0|0|"
919B2995-E057-AECA-FC80-C0249C7C43B9|Xanthus|Navarro|544-6175 Orci Street|Boyds|MD|20841|(301) 305-7522|3|0|0|0|1|0|0|0|1|
E3DA52A1-6935-FBB2-88A3-32DFC6D2530E|Todd|Bowen|147-9435 Donec Av.|Chevy Chase|MD|20815|(301) 592-3769|1|0|1|0|0|1|1|1|1|
0F10B140-72A7-50B1-5E2D-1B510AB78B81|Rowan|Petty|Ap #639-3360 Lacus. Avenue|Gaithersburg|MD|20877|(301) 739-7003|1|1|0|0|0|1|0|1|0|
"F641C529-4376-06E2-3A01-2B9EFB5B79C6|Charles|Merrill|P.O. Box 563, 3894 Justo. Ave|Bethesda|MD|20816|(301) 334-9067|3|1|1|1|0|1|0|1|1|"
EF5F3819-E1B4-10F6-EA87-2235428CCAEB|Kerry|Love|Ap #750-2858 Arcu. Road|Germantown|MD|20876|(301) 257-7742|5|0|1|1|1|0|1|1|1|
#N/A
"3758E856-59CB-B628-BE29-EB191B9144F9|Wayne|Alston|6903 Urna, Road|Sandy Spring|MD|20860|(301) 202-5859|3|0|0|1|0|0|1|0|1|"
"8A5D6459-CD9C-0422-2FB1-D618181DB67B|Luke|Thomas|P.O. Box 488, 8510 Sodales Avenue|Poolesville|MD|20837|(301) 262-0415|4|1|1|1|1|1|0|0|1|"
426DDBE3-D586-FBA3-EA13-04D62A851528|Tashya|Holland|4028 Fusce Avenue|Boyds|MD|20841|(301) 649-8576|4|0|1|1|1|0|1|0|1|
E21D742E-06AB-79C5-9EC7-6B70E80BF10D|Derek|Alexander|Ap #750-1238 Amet Avenue|Bethesda|MD|20814|(301) 567-5495|5|1|0|1|0|1|0|0|0|
"D069BEF7-7341-D2C0-1909-F184AB70684C|Vincent|Camacho|P.O. Box 110, 8691 Nec Avenue|Silver Spring|MD|20901|(301) 882-5476|1|0|1|0|0|0|1|0|0|"
8E180B21-A787-DC8D-33DE-616AB17489D6|Garth|Carr|Ap #909-6776 Ipsum Ave|Bethesda|MD|20816|(301) 636-0694|3|0|1|0|0|0|0|1|1|
52E604AC-B1E9-3FBD-0DA0-FE290AE4C41D|Raja|Willis|231 Aliquam Street|Montgomery Village|MD|20886|(301) 809-6316|1|1|1|0|0|1|0|0|0|
4701124E-9BAE-19F2-E891-A1DE4F530393|Nichole|Oconnor|518-7244 Nullam Avenue|Bethesda|MD|20816|(301) 734-8060|2|0|0|1|0|1|1|1|1|
9225420B-9907-F3C2-A846-A48D72102295|Caryn|Griffith|Ap #299-1351 Mauris Street|Ashton|MD|20861|(301) 455-8638|5|0|0|1|0|0|1|0|1|
3C9D3129-FCF9-86FC-7C19-01CEAA40191F|Cora|Robinson|6564 Facilisis Avenue|Gaithersburg|MD|20879|(301) 358-3743|4|1|0|1|1|0|0|0|1|
"DE1811E4-A2CE-47DF-5BB9-851DEFA0EAAD|Malachi|Simpson|P.O. Box 674, 5759 Amet, Av.|Beallsville|MD|20839|(301) 350-9043|5|1|1|0|1|0|1|1|1|"
10738C72-49AE-57A3-7917-BB360886F516|Zelenia|Whitaker|Ap #310-7114 Aliquet Street|Gaithersburg|MD|20877|(301) 883-9310|5|0|1|1|1|0|0|0|0|
"E957A30E-59B1-78A0-1357-2AAC0C2947C5|Donovan|Davis|P.O. Box 794, 6100 Molestie St.|Silver Spring|MD|20906|(301) 990-9571|5|1|0|1|0|0|0|1|0|"
64352024-AF4C-FCB3-5949-F8DEA240CE29|Ignatius|Phillips|7901 Leo. Road|Gaithersburg|MD|20879|(301) 733-9251|4|1|1|1|0|1|1|0|1|
"D304988D-6DC4-C1C5-AD40-E9B56C1F1202|Wesley|Hurley|P.O. Box 969, 5542 Erat Road|Rockville|MD|20853|(301) 412-9679|4|0|1|1|0|0|1|1|1|"
#N/A
"3C057532-BCD7-ADC7-1E2F-5D7B7F79F6AA|Austin|Gross|982-8876 In, St.|Gaithersburg|MD|20882|(301) 237-6162|1|0|1|0|0|0|0|1|0|"
"1BEA59A0-28E5-8E47-F1E1-DE0FE952397A|Cleo|Stanley|P.O. Box 185, 4567 Nulla Ave|Boyds|MD|20841|(301) 189-6495|5|0|0|0|1|1|1|0|0|"
27050F5C-E420-F39A-3148-8152EDA4BDB9|Kylee|Greene|999-1343 Imperdiet Road|Bethesda|MD|20894|(301) 170-7673|3|1|0|1|0|1|0|1|1|
D5A8A900-7FBB-3578-A637-51479F8F8F0B|Hanae|Dillard|8649 Cursus St.|Bethesda|MD|20814|(301) 763-9382|2|1|0|0|0|0|0|0|0|
7815033E-4956-194D-24B2-182A9638F607|Kellie|Grant|Ap #493-5450 Placerat. Av.|Chevy Chase|MD|20815|(301) 881-2189|1|1|1|1|0|0|1|1|1|
"ED77FC64-39F8-BA6B-2DA3-ED6D38EDE235|Laurel|Sloan|P.O. Box 439, 8466 Imperdiet Street|Derwood|MD|20855|(301) 589-2607|2|0|0|0|1|1|1|0|0|"
DE9D6E07-4360-45BF-9349-DCB018782433|Claudia|Osborne|3529 Consectetuer St.|Dickerson|MD|20842|(301) 230-6027|5|0|0|0|1|1|1|0|1|
0EDB1CB1-BD5F-1CD0-949B-9156BB48331F|Cassidy|Gay|1895 Rhoncus. Street|Silver Spring|MD|20902|(301) 159-3805|4|1|1|1|1|1|1|0|1|
26475D06-48F2-698F-BCE7-846D89CC57A7|Gregory|Ross|398 Lorem Avenue|Gaithersburg|MD|20877|(301) 259-7250|5|0|1|1|1|1|0|1|0|
"5CB84038-370A-A35B-E19C-0011E5282129|Gloria|Crosby|P.O. Box 406, 4636 Nibh St.|Bethesda|MD|20889|(301) 343-2426|1|1|1|0|1|0|0|0|1|"
"FBA7FA4C-F86B-890A-66DF-F20085993800|Kermit|Orr|P.O. Box 663, 8440 A St.|Montgomery Village|MD|20886|(301) 698-7054|4|1|0|1|1|1|0|1|1|"
37FFDA32-6FED-CBC0-67CC-4B1C53187BBD|Bradley|Koch|Ap #833-3881 Nam Rd.|Laurel|MD|20707|(301) 467-7988|4|0|0|1|0|0|1|1|1|
125CBFF3-D0B2-0F3A-69B9-BBFA4AD81EB5|Kelsie|Lloyd|856-3705 Erat Rd.|Barnesville|MD|20838|(301) 385-6643|3|1|0|1|0|0|1|1|1|
31AAFEC9-7223-2CFB-8529-1B96A62FDFF5|Cameran|Perkins|Ap #624-817 Odio. Rd.|Kensington|MD|20895|(301) 308-2313|3|0|1|0|1|1|1|1|1|
"D4B9A39C-C5B4-AA72-0110-1F704E1DF2B8|Dennis|Graham|6745 Vulputate, Road|Beallsville|MD|20839|(301) 197-4991|2|1|0|1|1|0|1|1|0|"
"8355A62E-2CA5-A29D-8ADE-8EA87D59A6FA|Holly|Robinson|P.O. Box 128, 9682 Ut Rd.|Olney|MD|20832|(301) 710-2962|5|1|1|1|1|0|0|0|1|"
520475F9-95C8-E94A-CB87-4F1B377F6E43|Nadine|Albert|5881 Lorem Street|Silver Spring|MD|20904|(301) 277-6459|1|0|0|1|1|1|0|0|1|
"5A6ACA86-401F-BDA2-38AE-E2F9A0383C4E|Jenna|Dudley|P.O. Box 781, 9187 Ut Rd.|Silver Spring|MD|20901|(301) 610-3777|2|0|1|0|0|1|1|0|0|"
ACDFA570-A26F-4ED1-4598-76558743E519|Burke|Gamble|573-8447 Velit. Avenue|Clarksburg|MD|20871|(301) 516-5461|3|1|1|0|0|1|0|0|0|
7E5A9618-C910-E590-DAEF-20F0F349FF35|Lester|Hart|4412 Est Road|Mount Airy|MD|21771|(301) 308-4283|4|1|1|0|0|0|1|0|1|
48BBD45B-9D57-A509-0A19-ADBD95274AF0|Heidi|Watson|Ap #887-263 Mi. Rd.|Gaithersburg|MD|20877|(301) 507-7675|3|0|0|1|1|1|1|1|1|
3025E49C-BA72-0879-2FD3-4FD80474719B|Iona|Yates|543-347 Nullam Avenue|Clarksburg|MD|20871|(301) 576-7294|1|0|1|1|1|0|0|1|0|
CAC6090E-4D53-DC88-E1E2-3F778C76CC62|Minerva|Herring|9028 Phasellus Avenue|Bethesda|MD|20814|(301) 282-6618|5|0|1|1|1|1|1|0|1|
"5D776E17-B1C0-6CA5-5781-1626152784C1|Piper|Townsend|Ap #244-8060 A, Rd.|Bethesda|MD|20817|(301) 664-5016|3|0|0|0|1|0|1|0|0|"
9F324A84-D37B-C677-9C3E-7253249271D0|Warren|Harrell|367-8348 Turpis St.|Brookeville|MD|20833|(301) 362-6713|1|1|1|1|0|1|0|1|0|
69CACC71-4709-82EA-0D13-608CA478000E|Pamela|Simmons|Ap #437-4313 Fringilla Rd.|Montgomery Village|MD|20886|(301) 394-3383|4|0|0|0|1|1|0|0|1|
690FB9DB-40D4-E093-20EC-4CFC491FCE96|Gwendolyn|Page|2161 Sit Rd.|Clarksburg|MD|20871|(301) 847-6670|2|0|1|1|0|1|0|0|1|
"8D0CC7EF-19E1-7FBB-E738-AA8C962D279F|Elliott|Castro|P.O. Box 332, 552 Dictum Rd.|Bethesda|MD|20892|(301) 161-7453|3|0|1|0|1|1|1|1|1|"
5C919F61-394B-F518-3871-AD85F9285A29|Uma|Conner|224-4177 Dolor St.|Beallsville|MD|20839|(301) 104-4963|4|1|1|1|1|0|0|0|1|
E5305785-7087-DB9D-1D0B-3C80673A94D7|Mechelle|Mercado|Ap #476-7950 Ipsum Avenue|Poolesville|MD|20837|(301) 441-1043|4|0|1|0|0|0|0|0|1|
589095AB-7E1F-D825-AEFD-59FB5F11878C|Raphael|Lloyd|Ap #826-1243 Suscipit Rd.|Poolesville|MD|20837|(301) 570-2492|1|1|0|0|0|0|1|1|0|
"789396F2-94C9-1A67-FACA-1F682A8E6627|Ora|Chavez|P.O. Box 837, 6287 Varius Av.|Rockville|MD|20853|(301) 644-6521|2|1|1|1|1|0|0|0|1|"
#N/A
4393D4E4-DFC0-1872-F792-90C99E60CD5C|Uriel|Sutton|8173 Rhoncus. Av.|Silver Spring|MD|20910|(301) 704-5965|1|1|1|1|1|1|0|0|1|
"17AB947C-7F4E-7418-0118-A3A782A08944|TaShya|Jordan|P.O. Box 957, 7459 Nunc St.|Takoma Park|MD|20912|(301) 379-2235|2|1|0|0|0|1|0|1|1|"
3505C1B8-A006-EAA8-871C-9E536B4E4273|Marcia|Vargas|2739 Nulla. Rd.|Beallsville|MD|20839|(301) 502-0119|1|0|0|0|1|1|1|1|0|
ACA41476-E25F-4512-6CF7-EEC59E2F56E0|Aphrodite|Lambert|8976 Fusce Av.|Bethesda|MD|20817|(301) 731-4405|3|0|1|1|1|1|1|0|0|
1F27DB25-D7AF-4948-59EA-92C837517BEC|Brandon|Carson|8780 Dolor Road|Brinklow|MD|20862|(301) 213-9001|4|0|1|0|1|1|1|0|1|
"FE250A63-3190-06BE-0134-18E45AE7948E|Courtney|Holt|P.O. Box 996, 2750 Vestibulum. Road|Damascus|MD|20872|(301) 251-5954|4|1|1|1|1|1|0|0|1|"
"445A3777-AF48-4854-B27B-D317070C34AB|Adrian|Boyd|P.O. Box 270, 9462 Faucibus Road|Chevy Chase|MD|20815|(301) 459-7055|1|0|0|0|0|0|1|0|0|"
DF0F1C0E-E843-C094-579A-CF0C4043FA7B|Wynne|Blackburn|2280 At Avenue|Gaithersburg|MD|20878|(301) 458-0058|3|0|0|1|1|0|0|0|1|
"DE52D99A-E3D5-8540-5B09-AD97808AA9F7|Angelica|Sanford|P.O. Box 488, 2448 Sed, Street|Takoma Park|MD|20912|(301) 659-1771|3|0|0|1|1|0|1|1|0|"
D5A7C5B7-7025-2DA9-72FC-B109173CD088|Darryl|Sanchez|Ap #822-3155 Torquent St.|Rockville|MD|20852|(301) 943-1740|2|0|0|1|1|1|0|0|1|
D3CC79E5-600F-3A55-19DB-485A09C5749E|Eaton|Mclaughlin|1447 Cum Rd.|Derwood|MD|20855|(301) 448-2840|1|1|0|0|0|0|1|0|1|
"86A8E60B-09F0-033E-80E5-98F68EC19199|Doris|Harvey|9070 Nec, St.|Burtonsvlile|MD|20866|(301) 867-1200|4|1|0|0|1|1|1|0|1|"
"E8A3888A-7FA0-D467-1B07-415BA60591CA|Karina|Garza|P.O. Box 850, 7505 Rutrum. St.|Montgomery Village|MD|20886|(301) 528-3970|2|1|1|0|0|0|1|1|0|"
"9A28D254-2E00-E0AB-DC24-054E01EC1E85|Garrison|Hoover|P.O. Box 242, 3159 Eu Av.|Germantown|MD|20874|(301) 611-6773|1|1|1|1|1|0|1|1|0|"
ABA58FF5-EFEC-3297-4F8E-2942D5C36962|Jescie|Gibbs|4397 Adipiscing Road|Potomac|MD|20854|(301) 737-1105|2|1|0|1|0|0|1|0|0|
"2458356F-AB8C-86CF-7285-4D3A9CCF1BE6|Neville|Fitzgerald|P.O. Box 836, 5966 In, Rd.|Silver Spring|MD|20906|(301) 164-9297|1|0|1|0|0|0|1|0|0|"
6876F7E6-8325-1B7F-8315-E54488CDED0D|Ross|Daugherty|4158 Aliquam Avenue|Silver Spring|MD|20903|(301) 271-2734|1|0|0|0|1|1|0|0|1|
21E1E916-DB74-4383-F0D7-B27DF0B1E96C|Herman|Page|441-7216 Suspendisse Rd.|Silver Spring|MD|20906|(301) 880-9237|2|1|1|0|1|1|1|0|0|
E228F4AF-0759-3F42-7319-7354ACA88371|Anastasia|Moody|8525 Neque Av.|Rockville|MD|20853|(301) 212-4296|2|0|1|1|0|0|1|1|0|
"AA942E5C-DB56-771B-B5B9-2B9AB5CDE79F|Simon|Lyons|P.O. Box 184, 4312 Netus Rd.|Silver Spring|MD|20902|(301) 166-8300|2|0|1|1|1|0|1|1|0|"
23B16B32-A536-5375-196B-855C376001B9|Uta|Ingram|2584 Quam. Rd.|Boyds|MD|20841|(301) 941-0478|3|1|0|1|0|0|1|0|0|
58B7C4A9-C46F-3286-814E-60D69C0DA94B|Dexter|Day|8625 Dui. Road|Cabin John|MD|20818|(301) 367-8191|4|0|1|0|1|1|0|1|1|
665928AB-95FF-56F0-A197-50EE5C042C09|Perry|Bentley|2993 Lorem St.|Silver Spring|MD|20901|(301) 267-0525|2|1|1|0|0|1|1|1|1|
"D6E278DA-1A67-FC2A-DC2D-9DC1C6ACD6DE|Darryl|Greer|P.O. Box 898, 5030 Fames St.|Silver Spring|MD|20904|(301) 310-2845|1|0|0|0|1|0|0|0|0|"
2327B890-5931-D4A1-E40B-FAF21C1075C2|Abdul|Bond|832-8472 Dictum Street|Ashton|MD|20861|(301) 562-4724|5|1|0|1|0|0|1|0|0|
"563453E6-2115-ABCE-125F-CA580CBC30B9|Olivia|Bowman|P.O. Box 628, 4856 Eget St.|Burtonsvlile|MD|20866|(301) 791-5207|3|1|1|1|1|0|0|0|1|"
"673388B2-78E7-BBE9-6310-2E577CF1482F|Wendy|Fischer|P.O. Box 287, 2158 Facilisis Av.|Glen Echo|MD|20812|(301) 826-5672|1|1|0|0|1|1|0|1|1|"
2C2EC19E-282A-6AC9-3F8E-F5081E03948F|Ainsley|Kennedy|2758 Dictum Avenue|Beallsville|MD|20839|(301) 738-7996|1|0|1|1|1|0|1|0|1|
"708EC06D-D7EF-7C4C-2179-C236B34B9B9A|Megan|Aguilar|P.O. Box 969, 5400 Eu, Rd.|Gaithersburg|MD|20877|(301) 805-9252|5|1|1|1|1|1|1|1|1|"
6876C91D-74E0-5B92-38B6-786DEEFAF751|Porter|Spears|2950 Sociis St.|Bethesda|MD|20816|(301) 631-6045|5|1|1|0|0|1|0|1|1|
"24F95B66-7ABC-1A96-3349-0B5065100896|Nita|Kelley|P.O. Box 928, 2020 Aliquam Avenue|Ashton|MD|20861|(301) 532-0529|3|0|1|0|1|1|1|0|1|"
85596B1F-97E2-8C34-2038-B9D4BF99D042|Micah|Gonzales|6789 Phasellus Ave|Beallsville|MD|20839|(301) 827-7766|3|1|1|0|1|1|1|0|0|
"DF4042F8-22DA-6028-CD54-4646F0AA2D0F|David|Hopper|Ap #650-3525 Nec, Road|Silver Spring|MD|20910|(301) 960-9918|3|1|0|0|0|1|0|0|0|"
F2795386-BDDA-55EE-FC02-946CDF0922C6|Leonard|Hester|Ap #194-9728 Mauris St.|Rockville|MD|20853|(301) 624-9448|2|1|0|1|1|1|0|0|1|
471F0A75-370B-708A-E871-B08FAE9C9139|Kirsten|Allison|Ap #443-4979 Tellus Av.|Silver Spring|MD|20905|(301) 106-2614|5|1|0|1|1|0|1|1|1|
565321CD-2BEF-F3D7-B440-BF92CC2A0FDF|Eleanor|Everett|Ap #335-8202 Fames Road|Germantown|MD|20874|(301) 479-0730|3|1|0|0|1|1|1|0|1|
"D737E35F-FBC3-247C-EFF3-0B0EE805F1B0|Channing|Mcfarland|P.O. Box 607, 3514 Lorem Street|Rockville|MD|20852|(301) 573-7044|2|1|0|1|0|0|0|0|1|"
EDAF5CB0-6810-5552-3535-F5D18BF4F249|Kaden|Fleming|4767 Consequat St.|Cabin John|MD|20818|(301) 678-0948|2|1|1|0|0|1|1|0|1|
D053D0A4-9357-1314-1E9A-CF82DFEFF69F|Rina|Avila|1463 Mauris Avenue|Sandy Spring|MD|20860|(301) 397-9659|4|0|0|1|0|1|0|1|0|
